Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Affects_Academic_Performance_Numeric,Addiction_Level,Cluster,Region,Platform_Type
175,20,Female,Undergraduate,Nepal,5.7,TikTok,Yes,5.6,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
176,22,Male,Graduate,Pakistan,4.5,Instagram,Yes,6.7,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
177,19,Female,Undergraduate,Sri Lanka,4.9,Facebook,No,7.5,7,Single,2,5,0,Medium,0,Asia,Social-Network
178,21,Male,Graduate,Maldives,5.2,TikTok,Yes,5.5,6,In Relationship,4,8,1,High,2,Asia,Entertain-Scroll
179,20,Female,Undergraduate,Bangladesh,4.7,Instagram,Yes,6.8,5,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
180,22,Male,Graduate,India,5.0,Facebook,No,7.6,7,In Relationship,2,6,0,Medium,0,Asia,Social-Network
181,19,Female,Undergraduate,Nepal,5.8,TikTok,Yes,5.4,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
182,21,Male,Graduate,Pakistan,4.4,Instagram,Yes,6.9,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
183,20,Female,Undergraduate,Sri Lanka,4.8,Facebook,No,7.7,7,Single,2,5,0,Medium,0,Asia,Social-Network
184,22,Male,Graduate,Maldives,5.1,TikTok,Yes,5.3,6,In Relationship,4,8,1,High,2,Asia,Entertain-Scroll
185,19,Female,Undergraduate,Bangladesh,4.6,Instagram,Yes,7.0,5,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
186,21,Male,Graduate,India,4.9,Facebook,No,7.8,7,In Relationship,2,6,0,Medium,0,Asia,Social-Network
187,20,Female,Undergraduate,Nepal,5.9,TikTok,Yes,5.2,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
188,22,Male,Graduate,Pakistan,4.3,Instagram,Yes,7.1,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
189,19,Female,Undergraduate,Sri Lanka,4.7,Facebook,No,7.9,7,Single,2,5,0,Medium,0,Asia,Social-Network
190,21,Male,Graduate,Maldives,5.0,TikTok,Yes,5.1,6,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
191,20,Female,Undergraduate,Bangladesh,4.5,Instagram,Yes,7.2,5,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
192,22,Male,Graduate,India,4.8,Facebook,No,8.0,7,In Relationship,2,6,0,Medium,0,Asia,Social-Network
193,19,Female,Undergraduate,Nepal,6.0,TikTok,Yes,5.0,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
194,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
195,20,Female,Undergraduate,Sri Lanka,4.6,Facebook,No,8.1,7,Single,2,5,0,Medium,0,Asia,Social-Network
196,22,Male,Graduate,Maldives,4.9,TikTok,Yes,4.9,6,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
197,19,Female,Undergraduate,Bangladesh,4.4,Instagram,Yes,7.4,5,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
198,21,Male,Graduate,India,4.7,Facebook,No,8.2,7,In Relationship,2,6,0,Medium,0,Asia,Social-Network
199,20,Female,Undergraduate,Nepal,6.1,TikTok,Yes,4.8,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
200,22,Male,Graduate,Pakistan,4.1,Instagram,Yes,7.5,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
201,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5,0,Medium,0,Asia,Social-Network
202,21,Male,Graduate,Maldives,4.8,TikTok,Yes,4.7,6,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
203,20,Female,Undergraduate,Bangladesh,4.3,Instagram,Yes,7.6,5,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
204,22,Male,Graduate,India,4.6,Facebook,No,8.4,7,In Relationship,2,6,0,Medium,0,Asia,Social-Network
205,19,Female,Undergraduate,Nepal,6.2,TikTok,Yes,4.6,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
206,21,Male,Graduate,Pakistan,4.0,Instagram,Yes,7.7,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
207,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Single,2,5,0,Medium,0,Asia,Social-Network
208,22,Male,Graduate,Maldives,4.7,TikTok,Yes,4.5,6,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
209,19,Female,Undergraduate,Bangladesh,4.2,Instagram,Yes,7.8,5,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
210,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,0,Medium,0,Asia,Social-Network
211,20,Female,Undergraduate,Nepal,6.3,TikTok,Yes,4.4,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
212,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
213,19,Female,Undergraduate,Sri Lanka,4.3,Facebook,No,8.7,7,Single,2,5,0,Medium,0,Asia,Social-Network
214,21,Male,Graduate,Maldives,4.6,TikTok,Yes,4.3,6,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
215,20,Female,Undergraduate,Bangladesh,4.1,Instagram,Yes,8.0,5,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
216,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,0,Medium,0,Asia,Social-Network
217,19,Female,Undergraduate,Nepal,6.4,TikTok,Yes,4.2,6,Single,4,8,1,High,1,Asia,Entertain-Scroll
218,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,In Relationship,3,7,1,Medium,2,Asia,Entertain-Scroll
219,20,Female,Undergraduate,Sri Lanka,4.2,Facebook,No,8.9,7,Single,2,5,0,Medium,0,Asia,Social-Network
220,22,Male,Graduate,Maldives,4.5,TikTok,Yes,4.1,6,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
221,19,Female,Undergraduate,USA,6.5,Instagram,Yes,6.0,5,Single,4,9,1,High,1,North America,Entertain-Scroll
222,21,Male,Graduate,UK,5.8,TikTok,Yes,6.5,6,In Relationship,3,7,1,Medium,2,Europe,Entertain-Scroll
223,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.5,8,Single,2,5,0,Medium,0,Oceania,Entertain-Scroll
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,In Relationship,2,4,0,Medium,0,Europe,Social-Network
225,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
226,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
227,20,Female,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,6,In Relationship,3,6,1,Medium,2,Asia,Direct-Messaging
228,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Single,2,5,0,Medium,0,Europe,Social-Network
229,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.8,4,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
230,21,Male,Graduate,UK,5.5,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,0,Medium,0,Oceania,Social-Network
232,22,Male,Graduate,Germany,4.0,Instagram,No,7.9,8,Single,1,4,0,Medium,0,Europe,Entertain-Scroll
233,19,Female,Undergraduate,Japan,3.5,LINE,No,8.0,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
234,21,Male,Graduate,Italy,5.7,TikTok,Yes,6.5,5,In Relationship,3,8,1,High,1,Europe,Entertain-Scroll
235,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.8,6,Single,3,6,1,Medium,2,Asia,Direct-Messaging
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
237,19,Female,Undergraduate,USA,6.8,Instagram,Yes,5.9,4,Single,4,9,1,High,1,North America,Entertain-Scroll
238,21,Male,Graduate,UK,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,1,Medium,2,Europe,Social-Network
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,0,Medium,0,Oceania,Entertain-Scroll
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,0,Medium,0,Europe,Social-Network
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,1,Medium,2,Asia,Direct-Messaging
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,0,Medium,0,Europe,Social-Network
245,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Oceania,Social-Network
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,0,Medium,0,Europe,Entertain-Scroll
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
250,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,In Relationship,3,8,1,High,2,Europe,Entertain-Scroll
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,1,Medium,2,Asia,Direct-Messaging
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,1,High,1,North America,Entertain-Scroll
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,1,Medium,2,Europe,Social-Network
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,0,Medium,0,Oceania,Entertain-Scroll
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,0,Medium,0,Europe,Social-Network
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
259,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6,1,Medium,2,Asia,Direct-Messaging
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5,0,Medium,0,Europe,Social-Network
261,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,0,Medium,0,Oceania,Social-Network
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,0,Medium,0,Europe,Entertain-Scroll
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
266,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,In Relationship,3,8,1,High,2,Europe,Entertain-Scroll
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6,Single,3,6,1,Medium,2,Asia,Direct-Messaging
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9,1,High,1,North America,Entertain-Scroll
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,1,Medium,2,Europe,Social-Network
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,0,Medium,0,Oceania,Entertain-Scroll
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,0,Medium,0,Europe,Social-Network
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,1,Medium,2,Asia,Direct-Messaging
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5,0,Medium,0,Europe,Social-Network
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,0,Medium,0,Oceania,Social-Network
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,0,Medium,0,Europe,Entertain-Scroll
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3,8,1,High,2,Europe,Entertain-Scroll
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,1,Medium,2,Asia,Direct-Messaging
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,1,High,1,North America,Entertain-Scroll
286,21,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,1,Medium,2,Europe,Social-Network
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,0,Medium,0,Oceania,Entertain-Scroll
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,0,Medium,0,Europe,Social-Network
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,1,Medium,2,Asia,Direct-Messaging
292,22,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7,Single,2,5,0,Medium,0,Europe,Social-Network
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,0,Medium,0,Oceania,Social-Network
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,0,Medium,0,Europe,Entertain-Scroll
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,1,High,2,Europe,Entertain-Scroll
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,1,Medium,2,Asia,Direct-Messaging
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,1,High,1,North America,Entertain-Scroll
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Europe,Social-Network
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,0,Medium,0,Oceania,Entertain-Scroll
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,0,Medium,0,Europe,Social-Network
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,1,Medium,2,Asia,Direct-Messaging
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,0,Medium,0,Europe,Social-Network
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,0,Medium,0,Oceania,Social-Network
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,0,Medium,0,Europe,Entertain-Scroll
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,0,Low,0,Asia,Direct-Messaging
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,1,High,2,Europe,Entertain-Scroll
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,1,Medium,2,Asia,Direct-Messaging
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4,9,1,High,1,North America,Entertain-Scroll
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,1,Medium,2,Europe,Social-Network
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,0,Medium,0,Oceania,Entertain-Scroll
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,0,Medium,0,Europe,Social-Network
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,0,Medium,0,Europe,Social-Network
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,1,Medium,2,Europe,Entertain-Scroll
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,0,Medium,0,Europe,Entertain-Scroll
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,1,Medium,2,North America,Direct-Messaging
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,0,Medium,0,Europe,Social-Network
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,1,Medium,2,Europe,Entertain-Scroll
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,0,Medium,0,Europe,Entertain-Scroll
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,1,Medium,2,North America,Direct-Messaging
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,0,Medium,0,Europe,Social-Network
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6,1,Medium,0,Europe,Entertain-Scroll
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,0,Medium,0,Europe,Entertain-Scroll
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,1,High,1,North America,Entertain-Scroll
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,1,Medium,2,North America,Direct-Messaging
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
