Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Affects_Academic_Performance_Numeric,Addiction_Level,Cluster,Region,Platform_Type
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,0,Medium,0,Europe,Social-Network
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,1,Medium,0,North America,Entertain-Scroll
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,South America,Entertain-Scroll
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,0,Medium,0,Asia,Direct-Messaging
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,0,Medium,0,Europe,Entertain-Scroll
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,1,Medium,0,Oceania,Social-Network
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,1,Medium,2,Asia,Direct-Messaging
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,0,Medium,0,Europe,Social-Network
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,1,Medium,0,North America,Entertain-Scroll
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,1,Medium,2,South America,Direct-Messaging
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,0,Medium,0,Asia,Direct-Messaging
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,0,Medium,0,Europe,Entertain-Scroll
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,1,Medium,0,Oceania,Entertain-Scroll
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,1,Medium,2,Asia,Direct-Messaging
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,0,Medium,0,Europe,Social-Network
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,1,Medium,0,North America,Entertain-Scroll
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,1,Medium,2,South America,Entertain-Scroll
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5,0,Medium,0,Asia,Direct-Messaging
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,0,Medium,0,Europe,Entertain-Scroll
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,1,Medium,0,Oceania,Social-Network
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7,1,Medium,2,Asia,Direct-Messaging
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,0,Medium,0,Europe,Social-Network
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,1,Medium,0,North America,Entertain-Scroll
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,1,Medium,2,South America,Direct-Messaging
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,0,Medium,0,Asia,Direct-Messaging
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,0,Medium,0,Europe,Entertain-Scroll
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,1,Medium,0,Oceania,Entertain-Scroll
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,1,Medium,2,Asia,Entertain-Scroll
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,1,Medium,2,Asia,Direct-Messaging
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,1,High,1,Asia,Entertain-Scroll
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,0,Medium,0,Europe,Social-Network
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,1,High,1,Asia,Direct-Messaging
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,1,Medium,0,North America,Entertain-Scroll
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,1,Medium,2,Europe,Entertain-Scroll
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,0,Medium,0,Europe,Social-Network
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,1,High,2,Europe,Entertain-Scroll
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,1,High,1,Asia,Social-Network
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,1,Medium,2,North America,Entertain-Scroll
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,North America,Social-Network
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,0,Medium,0,Europe,Social-Network
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,1,Medium,2,North America,Entertain-Scroll
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,0,Medium,0,Asia,Social-Network
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,1,Medium,2,Europe,Social-Network
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,1,Medium,2,North America,Entertain-Scroll
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,North America,Social-Network
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5,0,Medium,0,North America,Entertain-Scroll
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,1,High,1,Europe,Social-Network
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,1,High,1,Europe,Entertain-Scroll
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,0,Medium,0,Asia,Social-Network
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,1,Medium,2,Europe,Social-Network
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,1,High,1,Asia,Social-Network
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,1,Medium,2,North America,Entertain-Scroll
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,North America,Social-Network
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia,Social-Network
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,1,High,1,Europe,Social-Network
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,1,High,1,North America,Social-Network
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,0,Medium,0,Asia,Social-Network
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,1,High,1,Europe,Social-Network
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,1,High,1,North America,Social-Network
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia,Social-Network
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,Europe,Social-Network
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,1,High,1,North America,Entertain-Scroll
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,1,High,1,Europe,Social-Network
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,0,Medium,0,Asia,Social-Network
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,1,High,1,Europe,Social-Network
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,1,High,1,Asia,Social-Network
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,North America,Social-Network
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,1,High,1,Europe,Social-Network
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia,Social-Network
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,Europe,Social-Network
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,1,High,1,North America,Entertain-Scroll
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia,Social-Network
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
